title,type,release_year,runtime,genres,lead_production_country,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,role,dbscan_cluster
Attack of the Hollywood Clichés!,MOVIE,2021,59,documentation,GB,6.540941965073206,21150.29081903414,7.867,6.1,Rob Lowe,ACTOR,73
Moxie,MOVIE,2021,111,comedy,US,6.7,26621.0,18.222,7.386,Hadley Robinson,ACTOR,4
Civil: Ben Crump,MOVIE,2022,101,documentation,,5.9,229.0,23.162,10.0,Benjamin Crump,ACTOR,84
The Claus Family 2,MOVIE,2021,98,family,BE,5.5,674.0,5.722,6.7,Jan Decleir,ACTOR,-1
Hold Your Breath: The Ice Dive,MOVIE,2022,40,documentation,FI,6.540941965073206,21150.29081903414,8.303,6.7,Johanna Nordblad,ACTOR,-1
The Irregulars,SHOW,2021,53,crime,GB,6.0,15953.0,10.115,7.462,Henry Lloyd-Hughes,ACTOR,152
Bangkok Breaking,SHOW,2021,60,drama,TH,5.8,321.0,17.881,6.8,Sukollawat Kanarot,ACTOR,173
Hurts Like Hell,SHOW,2022,50,drama,TH,7.4,270.0,2.684,8.1,Nat Kitcharit,ACTOR,173
Tom Papa: What a Day!,MOVIE,2022,60,comedy,US,7.2,404.0,3.198,5.4,Tom Papa,ACTOR,4
Collision,MOVIE,2022,99,drama,ZA,4.2,1098.0,60.369,6.0,Langley Kirkwood,ACTOR,132
Kate,MOVIE,2021,106,action,US,6.2,64325.0,29.374,6.7,Mary Elizabeth Winstead,ACTOR,17
I Am Georgina,SHOW,2022,41,reality,ES,4.0,3312.0,26.064,7.2,Georgina Rodríguez,ACTOR,213
Intrusion,MOVIE,2021,92,thriller,US,5.3,18630.0,16.325,6.006,Freida Pinto,ACTOR,19
Rise of the Teenage Mutant Ninja Turtles: The Movie,MOVIE,2022,82,action,US,6.0,5437.0,47.036,7.5,Ben Schwartz,ACTOR,17
Country Comfort,SHOW,2021,25,comedy,US,6.8,3778.0,7.261,7.7,Katharine McPhee,ACTOR,16
Forgive Us Our Trespasses,MOVIE,2022,13,drama,CA,6.5,21150.29081903414,7.151,6.2,Knox Gibson,ACTOR,58
Ferry,MOVIE,2021,107,drama,BE,7.0,11559.0,11.003,6.8,Frank Lammers,ACTOR,142
Audible,MOVIE,2021,39,documentation,US,5.3,21150.29081903414,7.111,6.9,Amaree McKenstry-Hall,ACTOR,66
Penguin Town,SHOW,2021,28,documentation,ZA,7.9,929.0,2.031,7.0,Unknown,Unknown,-1
Minions & More Volume 2,MOVIE,2022,54,animation,US,6.4,575.0,293.747,7.5,Reese Witherspoon,ACTOR,71
Christina P: Mom Genes,MOVIE,2022,62,comedy,,6.1,771.0,4.12,6.9,Christina Pazsitzky,ACTOR,139
The War Next-door,SHOW,2021,33,comedy,MX,5.7,492.0,23.267,7.254,Vanessa Bauche,ACTOR,174
Intimacy,SHOW,2022,48,drama,ES,6.8,2896.0,57.308,7.1,Itziar Ituño,ACTOR,133
Island of the Sea Wolves,SHOW,2022,43,documentation,GB,7.8,690.0,43.082,8.8,Will Arnett,ACTOR,157
JJ+E,MOVIE,2021,90,drama,SE,5.3,1993.0,15.265,5.545,Elsa Öhrn,ACTOR,-1
School of Chocolate,SHOW,2021,38,reality,US,7.6,2107.0,3.412,6.846,Amaury Guichon,ACTOR,26
The 8th Night,MOVIE,2021,115,horror,KR,5.3,3746.0,18.617,6.128,Lee Sung-min,ACTOR,-1
Beauty,MOVIE,2022,100,drama,US,4.1,699.0,6.949,5.7,Gracie Marie Bradley,ACTOR,1
Till Death,MOVIE,2021,89,thriller,US,5.8,23204.0,24.031,6.8,Megan Fox,ACTOR,19
Iliza Shlesinger: Hot Forever,MOVIE,2022,68,comedy,US,6.6,1130.0,3.422,6.5,Iliza Shlesinger,ACTOR,4
I Am a Stalker,SHOW,2022,45,documentation,GB,6.4,484.0,20.21,5.7,Unknown,Unknown,157
Rilakkuma's Theme Park Adventure,SHOW,2022,16,drama,JP,6.7,199.0,5.459,7.4,Mikako Tabe,ACTOR,57
Prime Time,MOVIE,2021,93,drama,PL,5.2,1879.0,10.33,5.1,Bartosz Bielenia,ACTOR,184
Love Hard,MOVIE,2021,104,comedy,US,6.3,55708.0,14.188,7.021,Nina Dobrev,ACTOR,4
The Teacher,MOVIE,2022,121,thriller,IN,7.0,13822.0,2.99,5.333,Amala Paul,ACTOR,13
Outside the Wire,MOVIE,2021,93,scifi,US,5.4,43543.0,28.821,6.395,Anthony Mackie,ACTOR,29
Love (ft. Marriage and Divorce),SHOW,2021,69,drama,KR,6.8,538.0,24.509,6.3,Sung Hoon,ACTOR,90
Thallumaala,MOVIE,2022,146,action,IN,7.0,4951.0,3.975,6.4,Tovino Thomas,ACTOR,14
Monster,MOVIE,2021,98,crime,US,6.5,6164.0,12.888,6.579,Kelvin Harrison Jr.,ACTOR,3
Race: Bubba Wallace,SHOW,2022,47,documentation,US,6.5,511.0,2.887,5.0,Bubba Wallace,ACTOR,0
Pete Davidson Presents: The Best Friends,MOVIE,2022,58,comedy,US,4.8,785.0,2.796,5.2,Pete Davidson,ACTOR,4
Escape the Undertaker,MOVIE,2021,31,thriller,US,4.2,1021.0,17.539,5.102,Mark Calaway,ACTOR,19
Biking Borders - eine etwas andere Reise,MOVIE,2021,89,documentation,DE,7.7,1047.0,2.192,7.5,Maximilian Jabs,ACTOR,10
"Crack: Cocaine, Corruption & Conspiracy",MOVIE,2021,89,documentation,US,6.7,3586.0,9.475,6.7,Carl Hart,ACTOR,66
Tear Along the Dotted Line,SHOW,2021,19,drama,IT,8.6,9391.0,14.311,8.346,Zerocalcare,ACTOR,144
The Last Dolphin King,MOVIE,2022,93,documentation,FR,5.6,442.0,3.215,6.875,Ernest Riera,DIRECTOR,53
Get Smart With Money,MOVIE,2022,93,documentation,US,6.540941965073206,21150.29081903414,18.829,6.4,Stephanie Soechtig,DIRECTOR,66
Hostage House,MOVIE,2021,90,thriller,US,3.9,950.0,6.595,6.6,Jennifer Taylor,ACTOR,19
"Costa Brava, Lebanon",MOVIE,2021,106,comedy,LB,7.1,164.0,4.229,6.5,Nadine Labaki,ACTOR,50
After We Fell,MOVIE,2021,99,drama,US,4.7,16167.0,126.887,7.13,Josephine Langford,ACTOR,1
The Innocent,SHOW,2021,58,crime,ES,7.8,32471.0,17.852,7.727,Mario Casas,ACTOR,170
GodFather,MOVIE,2022,157,action,IN,5.3,6983.0,8.296,5.2,Chiranjeevi,ACTOR,14
Passing,MOVIE,2021,98,drama,CA,6.7,15378.0,12.251,6.4,Tessa Thompson,ACTOR,58
Attack on Pearl Harbor: Minute by Minute,SHOW,2021,45,documentation,GB,7.5,264.0,2.408,7.5,Russell Boulter,ACTOR,157
我粉你,SHOW,2021,29,documentation,CN,6.540941965073206,21150.29081903414,0.927,6.633193712829227,Unknown,Unknown,-1
Sisyphus,SHOW,2021,71,scifi,KR,7.0,4292.0,17.409,7.2,Cho Seung-woo,ACTOR,147
Super Me,MOVIE,2021,102,fantasy,CN,5.8,1765.0,14.653,7.6,Darren Wang,ACTOR,-1
Dive Club,SHOW,2021,27,drama,AU,6.2,1006.0,4.956,6.0,Georgia-May Davis,ACTOR,41
Decoupled,SHOW,2021,30,comedy,IN,8.0,6379.0,2.582,6.364,R. Madhavan,ACTOR,206
Lead Me Home,MOVIE,2021,40,documentation,US,7.1,21150.29081903414,10.312,6.745,Jon Shenk,DIRECTOR,66
Shards of Her,SHOW,2022,47,drama,TW,6.9,426.0,15.137,7.864,Tiffany Hsu,ACTOR,69
Jo Koy: Live from the Los Angeles Forum,MOVIE,2022,74,comedy,US,7.2,842.0,4.061,7.389,Jo Koy,ACTOR,4
The Fabulous,SHOW,2022,56,comedy,KR,6.5,948.0,29.061,8.9,Chae Soo-bin,ACTOR,72
Baking Impossible,SHOW,2021,49,reality,US,7.0,1300.0,3.574,6.2,Justin Willman,ACTOR,26
Under the Amalfi Sun,MOVIE,2022,90,comedy,IT,5.3,1028.0,9.762,6.041,Lorenzo Zurzolo,ACTOR,182
Change Days,SHOW,2021,68,reality,KR,6.540941965073206,21150.29081903414,5.818,6.5,Heo Young-ji,ACTOR,204
Shiny_Flakes: The Teenage Drug Lord,MOVIE,2021,96,documentation,DE,7.3,5216.0,5.769,7.822,Maximilian Schmidt,ACTOR,10
Our Beloved Summer,SHOW,2021,60,drama,KR,6.540941965073206,21150.29081903414,20.649,8.5,Choi Woo-shik,ACTOR,90
Indian Predator: Murder in a Courtroom,SHOW,2022,56,documentation,IN,7.2,586.0,4.029,7.2,Happy Kalizpuria,ACTOR,179
Attenborough's Life in Colour,SHOW,2021,51,documentation,GB,8.2,3587.0,6.027,7.5,David Attenborough,ACTOR,157
This Is a Robbery: The World's Biggest Art Heist,SHOW,2021,53,crime,US,6.5,4566.0,5.349,6.8,Shelley Murphy,ACTOR,135
Headspace Guide to Sleep,SHOW,2021,19,animation,US,6.8,517.0,2.891,7.5,Evelyn Lewis Prieto,ACTOR,32
Mixtape,MOVIE,2021,94,comedy,US,6.6,3796.0,8.259,7.135,Julie Bowen,ACTOR,4
Piñata Masters!,SHOW,2022,43,reality,MX,7.1,31.0,5.351,7.0,Daniel Sosa,ACTOR,210
Dobaaraa,MOVIE,2022,132,drama,IN,4.6,20170.0,4.313,5.4,Taapsee Pannu,ACTOR,8
The Figo Affair: The Transfer That Changed Football,MOVIE,2022,105,documentation,GB,7.1,4597.0,18.964,7.1,Luís Figo,ACTOR,73
Who We Are: A Chronicle of Racism in America,MOVIE,2022,117,documentation,US,7.3,1024.0,3.628,7.3,Jeffery Robinson,ACTOR,66
2020,SHOW,2021,45,drama,LB,7.7,505.0,1.941,6.4,Kosai Khauli,ACTOR,-1
Luna Park,SHOW,2021,50,drama,IT,6.6,844.0,5.767,6.962,Edoardo Coen,ACTOR,144
The Dig,MOVIE,2021,112,drama,GB,7.1,77144.0,15.378,6.9,Carey Mulligan,ACTOR,34
Milestone,MOVIE,2021,98,drama,IN,6.6,686.0,2.723,5.7,Suvinder Pal Vicky,ACTOR,8
The Hidden Lives of Pets,SHOW,2022,32,documentation,GB,7.2,800.0,7.588,7.7,Hugh Bonneville,ACTOR,157
Elize Matsunaga: Once Upon a Crime,SHOW,2021,49,crime,BR,5.9,2336.0,3.976,6.0,Eliza Capai,DIRECTOR,-1
Kaapa,MOVIE,2022,133,drama,IN,6.540941965073206,21150.29081903414,9.33,8.0,Prithviraj Sukumaran,ACTOR,8
Grudge,MOVIE,2021,104,drama,TR,5.5,4509.0,31.973,6.2,Yılmaz Erdoğan,ACTOR,126
7 Yards: The Chris Norton Story,MOVIE,2021,93,documentation,US,7.8,258.0,3.177,7.0,Mike Barwis,ACTOR,66
Word of Honor,SHOW,2021,43,drama,CN,8.5,3225.0,23.297,8.5,Zhang Zhehan,ACTOR,125
Maldivas,SHOW,2022,36,comedy,BR,5.7,1116.0,20.177,7.5,Manu Gavassi,ACTOR,171
Doctor,MOVIE,2021,150,comedy,IN,7.4,17109.0,3.148,6.5,Sivakarthikeyan,ACTOR,24
The Dreamlife of Georgie Stone,MOVIE,2022,30,documentation,,6.540941965073206,21150.29081903414,3.2,6.6,Georgie Stone,ACTOR,84
Toscana,MOVIE,2022,90,romance,DK,5.7,8158.0,7.445,5.8,Anders Matthesen,ACTOR,-1
Attack on Finland,MOVIE,2021,115,thriller,FI,5.3,1634.0,7.797,5.7,Jasper Pääkkönen,ACTOR,-1
The Forgotten Battle,MOVIE,2021,124,drama,BE,7.1,32639.0,20.666,7.138,Gijs Blom,ACTOR,142
Don't Blame Karma!,MOVIE,2022,85,romance,MX,4.6,770.0,9.386,7.006,Aislinn Derbez,ACTOR,-1
Bartkowiak,MOVIE,2021,91,action,PL,5.1,1305.0,22.059,6.1,Józef Pawłowski,ACTOR,-1
Power Rangers Dino Fury,SHOW,2021,21,scifi,US,6.8,732.0,19.16,6.633193712829227,Torum Heng,ACTOR,36
Dad Stop Embarrassing Me!,SHOW,2021,26,comedy,US,4.2,2032.0,6.354,7.2,Jamie Foxx,ACTOR,16
I Will Be Your Bloom,SHOW,2022,48,drama,JP,7.9,53.0,15.575,6.0,Tsubasa Honda,ACTOR,57
Dhokha: Round D Corner,MOVIE,2022,108,thriller,IN,6.3,11347.0,8.07,5.2,R. Madhavan,ACTOR,13
Today We Fix the World,MOVIE,2022,113,drama,AR,6.2,1154.0,5.677,6.9,Leonardo Sbaraglia,ACTOR,83
Terim,SHOW,2022,0,documentation,TR,6.7,5335.0,3.167,8.125,Fatih Terim,ACTOR,-1
Tiger King: The Doc Antle Story,SHOW,2021,42,documentation,US,6.2,1797.0,5.335,6.2,Unknown,Unknown,0
Super Giant Robot Brothers,SHOW,2022,24,scifi,US,6.6,188.0,9.028,6.625,Marisa Davila,ACTOR,36
I Am All Girls,MOVIE,2021,107,crime,ZA,5.9,6583.0,19.617,6.7,Erica Wessels,ACTOR,-1
Beast of Bangalore: Indian Predator,SHOW,2022,47,crime,IN,6.1,414.0,9.426,6.0,Unknown,Unknown,198
The Wait,MOVIE,2021,122,drama,,6.1,26.0,2.073,6.633193712829227,Nse Ikpe-Etim,ACTOR,38
Pretty Guardians Sailor Moon Eternal The Movie,SHOW,2021,81,action,JP,6.540941965073206,21150.29081903414,19.654,9.6,Kotono Mitsuishi,ACTOR,27
Unsuspicious,SHOW,2022,30,thriller,,5.0,184.0,19.267195915153582,6.633193712829227,Unknown,Unknown,-1
Violet Evergarden: Recollections,MOVIE,2021,95,drama,JP,7.6,84.0,86.513,8.8,Yui Ishikawa,ACTOR,35
Paper Lives,MOVIE,2021,96,drama,TR,6.6,12641.0,15.578,8.1,Çağatay Ulusoy,ACTOR,126
Whitney Cummings: Jokes,MOVIE,2022,59,comedy,US,5.6,650.0,4.115,5.1,Whitney Cummings,ACTOR,4
Kotaro Lives Alone,SHOW,2022,27,animation,JP,8.4,3303.0,17.189,7.548,Rie Kugimiya,ACTOR,33
To All the Boys: Always and Forever,MOVIE,2021,115,drama,US,6.3,28048.0,29.894,7.651,Lana Condor,ACTOR,1
Drive Hard: The Maloof Way,SHOW,2022,32,reality,US,6.0,205.0,2.823,7.2,Unknown,Unknown,26
Best of Stand-Up 2022,MOVIE,2022,76,comedy,US,5.7,257.0,4.736,2.0,Hasan Minhaj,ACTOR,4
Generation 56K,SHOW,2021,30,comedy,IT,7.4,2655.0,2.515,7.129,Angelo Spagnoletti,ACTOR,212
Twenty Five Twenty One,SHOW,2022,75,drama,KR,8.6,8943.0,42.497,8.68,Kim Tae-ri,ACTOR,90
Buy My House,SHOW,2022,33,reality,US,5.8,227.0,2.281,7.1,Nina Parker,ACTOR,26
The Best of Netflix Is a Joke: The Festival,MOVIE,2022,54,comedy,US,6.540941965073206,21150.29081903414,2.037,3.0,Bill Burr,ACTOR,4
Togo,MOVIE,2022,95,drama,UY,5.3,596.0,104.996,6.6,Diego Alonso,ACTOR,-1
Trees of Peace,MOVIE,2022,97,drama,US,6.5,1520.0,11.821,7.44,Charmaine Bingwa,ACTOR,1
The Girl on the Train,MOVIE,2021,128,drama,IN,4.4,14348.0,10.983,5.7,Parineeti Chopra,ACTOR,8
"Young, Famous & African",SHOW,2022,43,reality,ZA,4.9,457.0,2.967,8.2,Nadia Nakai,ACTOR,-1
Kangaroo Valley,MOVIE,2022,76,documentation,US,7.2,291.0,85.667,6.2,Sarah Snook,ACTOR,66
The King's Affection,SHOW,2021,66,drama,KR,6.540941965073206,21150.29081903414,48.396,8.397,Park Eun-bin,ACTOR,90
Fanático,SHOW,2022,18,drama,ES,5.1,169.0,2.618,4.0,Lorenzo Ferro,ACTOR,133
Mister Mummy,MOVIE,2022,98,comedy,IN,2.0,774.0,8.235,4.0,Ritesh Deshmukh,ACTOR,24
The Sparks Brothers,MOVIE,2021,140,documentation,US,7.8,5396.0,7.696,7.3,Ron Mael,ACTOR,66
20th Century Girl,MOVIE,2022,119,romance,KR,7.3,5114.0,185.002,8.4,Kim You-jung,ACTOR,-1
My Name,SHOW,2021,50,thriller,KR,7.8,24130.0,54.941,8.305,Han So-hee,ACTOR,156
Chickenhare and the Hamster of Darkness,MOVIE,2022,91,romance,BE,6.3,2010.0,54.715,7.5,Jordan Tartakow,ACTOR,-1
The Vault,MOVIE,2021,118,action,ES,6.4,21511.0,22.456,5.9,Freddie Highmore,ACTOR,-1
Fugitive: The Curious Case of Carlos Ghosn,MOVIE,2022,95,documentation,FR,6.5,1047.0,37.79,6.083,Carlos Ghosn,ACTOR,53
Mad for Each Other,SHOW,2021,35,comedy,KR,7.9,2102.0,11.871,8.2,Jung Woo,ACTOR,72
My Father's Violin,MOVIE,2022,112,drama,TR,6.4,3711.0,14.429,7.9,Engin Altan Düzyatan,ACTOR,126
Waffles + Mochi,SHOW,2021,28,family,US,7.7,531.0,3.717,6.8,Michelle Obama,ACTOR,37
Rebel Cheer Squad - A Get Even Series,SHOW,2022,29,drama,GB,4.7,221.0,21.446,7.5,Lashay Anderson,ACTOR,114
Never Give Up,SHOW,2022,66,comedy,KR,6.540941965073206,21150.29081903414,7.723,4.3,Kwak Do-won,ACTOR,72
Taylor Tomlinson: Look at You,MOVIE,2022,60,comedy,US,7.4,2815.0,7.245,7.2,Taylor Tomlinson,ACTOR,4
Night Stalker: The Hunt for a Serial Killer,SHOW,2021,47,crime,US,7.5,27514.0,12.839,7.4,Gil Carrillo,ACTOR,135
Cat People,SHOW,2021,32,documentation,US,6.5,349.0,3.064,5.6,Unknown,Unknown,0
Confessions of an Invisible Girl,MOVIE,2021,91,drama,BR,5.2,1195.0,16.927,6.9,Klara Castanho,ACTOR,119
Bad Trip,MOVIE,2021,87,comedy,CA,6.5,25702.0,22.338,6.012,Eric André,ACTOR,74
SAS: Red Notice,MOVIE,2021,124,action,GB,5.2,19411.0,39.608,5.8,Sam Heughan,ACTOR,68
Hype House,SHOW,2022,25,reality,US,1.9,3042.0,2.51,5.857,Thomas Petrou,ACTOR,26
The Violence Action,MOVIE,2022,111,action,JP,4.6,619.0,19.267195915153582,6.633193712829227,Unknown,Unknown,81
You're Nothing Special,SHOW,2022,33,scifi,ES,5.6,391.0,7.438,5.2,Dèlia Brufau,ACTOR,209
The Girls at the Back,SHOW,2022,43,comedy,ES,7.6,1417.0,11.451,8.1,Maria Rodríguez Soto,ACTOR,155
Definition Please,MOVIE,2022,91,drama,US,5.5,202.0,1.644,1.0,Sujata Day,ACTOR,1
Godspeed,MOVIE,2022,119,drama,TR,6.5,2310.0,8.543,6.8,Engin Akyürek,ACTOR,126
"...Watch Out, We're Mad",MOVIE,2022,90,action,IT,3.1,991.0,84.438,5.4,Edoardo Pesce,ACTOR,-1
Stealing Raden Saleh,MOVIE,2022,154,action,MY,7.3,1929.0,9.97,7.818,Iqbaal Dhiafakhri Ramadhan,ACTOR,-1
The Final Score,SHOW,2022,53,drama,CO,7.1,249.0,55.671,7.0,Laura Archbold,ACTOR,49
50M2,SHOW,2021,49,drama,TR,6.9,5952.0,16.911,7.4,Engin Öztürk,ACTOR,159
The Boss Baby: Christmas Bonus,MOVIE,2022,47,animation,US,5.2,596.0,373.194,6.9,JP Karliak,ACTOR,71
The Entitled,MOVIE,2022,90,comedy,PH,4.6,641.0,2.749,4.7,Alex Gonzaga,ACTOR,107
Biko,MOVIE,2022,98,family,MY,5.4,18.0,2.41,6.633193712829227,Azrel Ismail,ACTOR,-1
The Marriage App,MOVIE,2022,101,comedy,AR,5.4,1725.0,17.203,6.16,Luisana Lopilato,ACTOR,23
Occupation: Rainfall,MOVIE,2021,128,action,AU,4.7,14872.0,13.52,6.3,Dan Ewing,ACTOR,-1
Shadow,SHOW,2022,42,drama,SY,6.540941965073206,21150.29081903414,1.221,8.5,Abdel Moneim Amayri,ACTOR,-1
Ek Villain Returns,MOVIE,2022,127,thriller,IN,4.4,14932.0,4.771,5.289,John Abraham,ACTOR,13
Under Fire,SHOW,2021,49,drama,BE,6.8,596.0,13.221,7.2,Louis Talpe,ACTOR,149
Coming Out Colton,SHOW,2021,33,reality,US,6.8,1245.0,1.862,6.7,Colton Underwood,ACTOR,26
Juvenile Justice,SHOW,2022,61,drama,KR,7.9,3793.0,37.515,8.21,Kim Hye-soo,ACTOR,90
Iron Chef: Mexico,SHOW,2022,52,reality,MX,6.4,70.0,5.241,6.0,Unknown,Unknown,210
Smother-In-Law,SHOW,2022,25,comedy,BR,4.6,157.0,2.394,7.6,Rodrigo Sant'anna,ACTOR,171
Glória,SHOW,2021,44,drama,PT,7.9,4516.0,7.791,6.545,Miguel Nunes,ACTOR,-1
Case Closed: Zero's Tea Time,SHOW,2022,15,drama,JP,6.540941965073206,21150.29081903414,12.058,6.0,Toru Furuya,ACTOR,57
We the People,SHOW,2021,5,animation,US,4.2,794.0,2.651,3.667,Unknown,Unknown,32
Jewel,MOVIE,2022,80,drama,ZA,3.7,159.0,1.919,6.2,Michelle Botes,ACTOR,132
Zone 414,MOVIE,2021,98,thriller,US,5.0,4804.0,37.672,5.4,Guy Pearce,ACTOR,19
Camp Confidential: America's Secret Nazis,MOVIE,2021,34,documentation,US,6.3,21150.29081903414,9.16,6.9,Arno Mayer,ACTOR,66
The Festival of Troubadours,MOVIE,2022,102,drama,TR,6.540941965073206,21150.29081903414,9.049,6.3,Kıvanç Tatlıtuğ,ACTOR,126
Three Songs for Benazir,MOVIE,2021,22,documentation,AF,7.7,21150.29081903414,4.427,6.3,Elizabeth Mirzaei,DIRECTOR,-1
Amina,MOVIE,2021,120,drama,NG,4.0,394.0,46.47,6.5,Ali Nuhu,ACTOR,80
Newton's Cradle,SHOW,2021,41,drama,EG,8.0,1845.0,3.607,8.8,Mona Zaki,ACTOR,203
Two,MOVIE,2021,71,horror,ES,6.540941965073206,21150.29081903414,41.253,5.436,Pablo Derqui,ACTOR,183
The Club,SHOW,2021,49,drama,TR,7.9,7810.0,6.125,6.92,Gökçe Bahadır,ACTOR,159
Rita Moreno: Just a Girl Who Decided to Go for It,MOVIE,2021,90,documentation,US,7.7,825.0,3.768,6.6,Rita Moreno,ACTOR,66
Alessandro Cattelan: One Simple Question,SHOW,2022,30,comedy,IT,6.6,236.0,2.507,6.333,Alessandro Cattelan,ACTOR,212
Free to Play,MOVIE,2021,75,documentation,DE,7.6,13463.0,6.097,6.936,Benedict Lim,ACTOR,10
Bulgasal: Immortal Souls,SHOW,2021,71,drama,KR,7.4,2604.0,10.54,8.031,Lee Jin-wook,ACTOR,90
11M: Terror in Madrid,MOVIE,2022,92,documentation,ES,6.9,1994.0,7.96,6.5,José Gómez,DIRECTOR,137
The Trip,MOVIE,2021,115,horror,NO,6.9,23801.0,18.009,6.697,Noomi Rapace,ACTOR,-1
Worn Stories,SHOW,2021,30,documentation,US,6.7,329.0,4.522,6.8,Unknown,Unknown,0
The Taming of the Shrewd,MOVIE,2022,112,comedy,PL,4.5,1027.0,8.51,5.3,Magdalena Lamparska,ACTOR,176
Chelsea Handler: Revolution,MOVIE,2022,77,comedy,US,5.9,710.0,14.028,5.8,Chelsea Handler,ACTOR,4
Juanpis González - The Series,SHOW,2022,25,comedy,CO,6.7,370.0,23.311,7.6,Alejandro Riaño,ACTOR,-1
Don't Kill Me,MOVIE,2021,90,fantasy,IT,4.3,2098.0,9.073,4.3,Alice Pagani,ACTOR,-1
LiSA Another Great Day,MOVIE,2022,97,music,JP,7.4,73.0,3.175,7.2,LiSA,ACTOR,211
Midnight Asia: Eat · Dance · Dream,SHOW,2022,37,documentation,SG,6.6,618.0,3.062,5.778,Unknown,Unknown,-1
MaveriX,SHOW,2022,23,drama,AU,6.1,181.0,4.329,6.5,Darcy Tadich,ACTOR,41
My Heroes Were Cowboys,MOVIE,2021,23,documentation,US,6.540941965073206,21150.29081903414,3.507,6.786,Robin Wiltshire,ACTOR,66
"Fresh, Fried & Crispy",SHOW,2021,25,documentation,US,6.3,696.0,3.306,6.667,Daym Drops,ACTOR,0
The Ice Road,MOVIE,2021,103,thriller,US,5.6,43029.0,22.557,6.956,Liam Neeson,ACTOR,19
The Invisible Thread,MOVIE,2022,109,drama,IT,6.8,2112.0,9.894,6.7,Filippo Timi,ACTOR,51
Marilyn's Eyes,MOVIE,2021,110,comedy,IT,6.6,1670.0,7.889,6.773,Miriam Leone,ACTOR,182
The Whole Truth,MOVIE,2021,125,thriller,TH,5.2,3798.0,37.941,6.5,Sompob Benjathikul,ACTOR,-1
Fortune Feimster: Good Fortune,MOVIE,2022,64,comedy,,6.7,365.0,3.72,6.5,Fortune Feimster,ACTOR,139
Showtime 1958,MOVIE,2022,110,drama,MY,6.1,28.0,1.595,5.0,Fatin Afeefa,ACTOR,97
Stuck with You,MOVIE,2022,59,romance,FR,5.4,428.0,11.817,4.775,Kev Adams,ACTOR,-1
Lords of Scam,MOVIE,2021,105,documentation,FR,6.3,758.0,4.56,6.7,Marco Mouly ,ACTOR,53
AI Love You,MOVIE,2022,95,scifi,TH,4.5,682.0,28.538,6.035,Mario Maurer,ACTOR,-1
No Doubt in Us,SHOW,2021,14,drama,CN,8.5,11.0,27.479,5.7,Unknown,Unknown,125
Ante... Sundaraniki!,MOVIE,2022,173,family,IN,7.6,7438.0,3.999,6.1,Nani,ACTOR,25
Viraata Parvam,MOVIE,2022,150,drama,IN,6.8,3215.0,3.772,5.2,Sai Pallavi,ACTOR,8
The Assistant,MOVIE,2022,124,action,MY,5.4,330.0,3.618,5.3,Iedil Putra,ACTOR,-1
I Survived a Crime,SHOW,2021,20,crime,US,6.4,133.0,1.646,6.633193712829227,Gio Benitez,ACTOR,135
Elesin Oba: The King's Horseman,MOVIE,2022,96,drama,NG,4.5,404.0,4.626,6.6,Odunlade Adekola,ACTOR,80
Ride or Die,MOVIE,2021,142,drama,JP,5.6,2158.0,33.172,6.5,Kiko Mizuhara,ACTOR,35
The Joys and Sorrows of Young Yuguo,MOVIE,2022,28,documentation,GB,6.540941965073206,21150.29081903414,3.244,6.0,Yuguo Yin,ACTOR,73
Worth,MOVIE,2021,118,drama,US,6.8,15764.0,12.399,6.8,Michael Keaton,ACTOR,1
"Strip Down, Rise Up",MOVIE,2021,112,documentation,US,5.4,696.0,11.325,7.0,Sheila Kelley,ACTOR,66
Worst Roommate Ever,SHOW,2022,47,crime,US,8.1,8.0,5.036,6.794,John Cabrera,ACTOR,135
More the Merrier,MOVIE,2021,112,comedy,ES,5.4,3792.0,37.05,6.771,Ernesto Alterio,ACTOR,164
Making 1899,MOVIE,2022,52,documentation,GB,7.7,300.0,7.119,6.2,Baran bo Odar,ACTOR,73
The Trapped 13: How We Survived The Thai Cave,MOVIE,2022,102,documentation,US,7.5,430.0,100.042,7.0,Ekapol Chanthawong,ACTOR,66
Stay on Board: The Leo Baker Story,MOVIE,2022,72,documentation,,6.6,378.0,11.33,6.1,Leo Baker,ACTOR,84
Anne+,MOVIE,2021,94,drama,NL,6.1,1761.0,10.77,6.3,Hanna van Vliet,ACTOR,154
The Last Bus,SHOW,2022,35,scifi,GB,5.2,775.0,4.767,7.8,Laura Crowhurst,ACTOR,113
Things Heard & Seen,MOVIE,2021,119,horror,US,5.3,32933.0,14.656,5.8,Amanda Seyfried,ACTOR,31
Reign Supreme,SHOW,2022,49,drama,FR,6.540941965073206,21150.29081903414,5.292,6.563,Melvin Promeneur,ACTOR,145
99 Songs,MOVIE,2021,128,romance,IN,6.5,2311.0,2.234,5.5,Ehan Bhat,ACTOR,9
David and the Elves,MOVIE,2021,106,fantasy,PL,5.2,818.0,27.799,6.095,Jakub Zając,ACTOR,-1
Tall Girl 2,MOVIE,2022,97,comedy,US,4.7,5217.0,25.971,5.819,Ava Michelle,ACTOR,4
I Used to Be Famous,MOVIE,2022,104,drama,GB,6.6,8683.0,17.986,7.2,Ed Skrein,ACTOR,34
