title,type,release_year,runtime,genres,lead_production_country,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,role,dbscan_cluster
The Knight Before Christmas,MOVIE,2019,92,comedy,US,5.6,19098.0,14.68,6.469,Vanessa Hudgens,ACTOR,4
Go! Live Your Way,SHOW,2019,40,drama,AR,6.8,720.0,13.399,9.1,Pilar Pascual,ACTOR,42
George Lopez: We'll Do It for Half,MOVIE,2020,51,comedy,US,5.7,469.0,2.461,5.2,George Lopez,ACTOR,4
Despite Everything,MOVIE,2019,78,comedy,ES,5.4,5213.0,8.957,6.016,Blanca Suárez,ACTOR,164
Rima,MOVIE,2020,90,drama,EG,4.7,86.0,1.488,6.633193712829227,Mohamed Adel,ACTOR,7
Twogether,SHOW,2020,58,reality,KR,8.4,522.0,5.852,6.633193712829227,Lee Seung-gi,ACTOR,204
Narcoworld: Dope Stories,SHOW,2019,40,documentation,US,6.5,345.0,4.511,8.4,Unknown,Unknown,0
Legend of Exorcism,SHOW,2020,21,drama,CN,7.1,136.0,15.345,7.0,Jinwen Chen,ACTOR,125
Citation,MOVIE,2020,151,drama,NG,6.1,1003.0,4.236,7.5,Jimmy Jean-Louis,ACTOR,80
Kardec,MOVIE,2019,110,history,BR,6.1,1623.0,10.575,6.684,Leonardo Medeiros,ACTOR,-1
Tom Segura: Ball Hog,MOVIE,2020,70,comedy,US,7.3,3204.0,4.9,6.9,Tom Segura,ACTOR,4
Disconnect,MOVIE,2020,107,comedy,KE,5.1,145.0,2.083,2.0,Brenda Wairimu,ACTOR,-1
The Circle France,SHOW,2020,47,reality,FR,7.4,765.0,1.465,6.6,Unknown,Unknown,201
The Trial,SHOW,2019,50,crime,IT,7.2,3484.0,5.451,7.0,Vittoria Puccini,ACTOR,-1
Search: WWW,SHOW,2019,63,drama,KR,7.8,1651.0,18.165,8.247,Lim Soo-jung,ACTOR,90
The Three Deaths of Marisela Escobedo,MOVIE,2020,109,crime,MX,8.1,1811.0,13.81,8.92,Juan Manuel Fraire Escobedo,ACTOR,-1
Mohamed Ali Road - Duplicated,SHOW,2020,0,drama,,6.540941965073206,21150.29081903414,0.6,6.633193712829227,Unknown,Unknown,141
The Netflix Afterparty: The Best Shows of The Worst Year,MOVIE,2020,59,documentation,US,6.540941965073206,21150.29081903414,2.578,6.125,David Spade,ACTOR,66
The Wedding Year,MOVIE,2019,90,comedy,US,5.6,3070.0,8.262,6.1,Sarah Hyland,ACTOR,4
La Línea: Shadow of Narco,SHOW,2020,30,crime,ES,6.4,427.0,7.144,6.684,Juan Franco,ACTOR,170
The Match,MOVIE,2020,96,drama,IT,6.540941965073206,21150.29081903414,6.712,5.768,Francesco Pannofino,ACTOR,51
GIMS: On the Record,MOVIE,2020,96,music,FR,6.9,218.0,4.342,7.3,Gims,ACTOR,-1
The Family,SHOW,2019,25,documentation,US,6.4,3491.0,11.903,6.775,James Cromwell,ACTOR,0
My Dear Warrior,SHOW,2019,43,drama,TH,5.2,25.0,2.148,9.3,Pimchanok Luevisadpaibul,ACTOR,173
The Fable,MOVIE,2019,123,comedy,JP,6.5,2307.0,8.63,6.5,Junichi Okada,ACTOR,93
Southern Survival,SHOW,2020,30,reality,US,5.3,481.0,1.746,6.75,Brandon Currin,ACTOR,26
The Great Heist,SHOW,2020,44,crime,CO,7.3,2706.0,14.595,7.302,Andrés Parra,ACTOR,-1
Nikki Glaser: Bangin',MOVIE,2019,63,comedy,US,6.1,1779.0,3.47,6.7,Nikki Glaser,ACTOR,4
Skin Decision: Before and After,SHOW,2020,40,reality,US,5.9,430.0,2.816,6.0,Unknown,Unknown,26
Brotherhood,SHOW,2019,50,drama,BR,7.5,1583.0,9.535,8.431,Naruna Costa,ACTOR,151
Park Na-rae: Glamour Warning,MOVIE,2019,62,comedy,KR,6.540941965073206,21150.29081903414,2.222,5.8,Park Na-rae,ACTOR,95
Archibald's Next Big Thing,SHOW,2019,23,comedy,US,7.7,296.0,6.84,6.75,Tony Hale,ACTOR,16
Nyara: The Kidnapping,MOVIE,2020,75,action,TZ,7.3,13.0,1.283,2.0,Bertha Abdallah,ACTOR,-1
Grand Army,SHOW,2020,52,drama,US,7.5,7856.0,13.085,7.895,Odessa A'zion,ACTOR,39
Life Overtakes Me,MOVIE,2019,39,documentation,US,5.0,45.0,8.543,6.363,Henry Ascher,ACTOR,66
The Idhun Chronicles,SHOW,2020,27,scifi,ES,5.4,610.0,8.035,7.28,Itzan Escamilla,ACTOR,209
Patria,MOVIE,2019,89,history,MX,7.2,129.0,1.747,6.7,Paco Ignacio Taibo II,ACTOR,-1
Wu Assassins,SHOW,2019,44,crime,US,6.4,13569.0,18.018,7.03,Iko Uwais,ACTOR,135
Fortune Feimster: Sweet & Salty,MOVIE,2020,61,comedy,US,6.9,1118.0,4.131,6.5,Linh Duong,DIRECTOR,4
"ariana grande: excuse me, i love you",MOVIE,2020,97,music,US,6.3,2743.0,16.198,8.278,Ariana Grande,ACTOR,94
Tunnel,SHOW,2019,62,thriller,TH,6.540941965073206,21150.29081903414,3.753,4.5,Morakot Liu,ACTOR,-1
Prank Encounters,SHOW,2019,23,comedy,US,5.3,2915.0,10.932,7.259,Gaten Matarazzo,ACTOR,16
So My Grandma's a Lesbian!,MOVIE,2020,94,comedy,PT,4.3,1122.0,10.352,5.4,Rosa María Sardà,ACTOR,-1
Extracurricular,SHOW,2020,55,crime,KR,6.540941965073206,21150.29081903414,17.913,8.233,Kim Dong-hee,ACTOR,186
Fire in Paradise,MOVIE,2019,39,documentation,US,6.540941965073206,21150.29081903414,4.415,6.6,Zackary Canepari,DIRECTOR,66
The Main Event,MOVIE,2020,102,family,US,4.8,2463.0,15.328,6.8,Seth Carr,ACTOR,136
Isi & Ossi,MOVIE,2020,113,comedy,DE,6.4,8893.0,12.782,6.95,Lisa Vicari,ACTOR,45
Ala Vaikunthapurramuloo,MOVIE,2020,165,comedy,IN,7.3,20779.0,8.819,6.9,Allu Arjun,ACTOR,24
Ultras,MOVIE,2020,109,drama,IT,6.2,5101.0,8.541,6.159,Aniello Arena,ACTOR,51
Santana,MOVIE,2020,106,action,AO,3.9,1018.0,8.397,5.6,Paulo Americano,ACTOR,-1
Cricket Fever: Mumbai Indians,SHOW,2019,38,documentation,IN,7.3,732.0,1.656,6.7,Unknown,Unknown,179
The Show Must Go On: The Queen + Adam Lambert Story,MOVIE,2019,81,documentation,US,7.8,2168.0,6.144,7.6,Adam Lambert,ACTOR,66
Panipat,MOVIE,2019,171,romance,IN,5.2,5854.0,5.957,6.442,Arjun Kapoor,ACTOR,9
Tune in for Love,MOVIE,2019,122,drama,KR,7.1,4797.0,20.463,7.898,Kim Go-eun,ACTOR,117
Darwin's Game,SHOW,2020,24,action,JP,7.2,2830.0,19.951,7.9,Yusuke Kobayashi,ACTOR,27
See You Yesterday,MOVIE,2019,86,scifi,US,5.2,11131.0,13.461,5.6,Eden Duncan-Smith,ACTOR,29
Love Like the Falling Rain,MOVIE,2020,86,drama,ID,4.7,211.0,2.212,6.1,Jefri Nichol,ACTOR,120
Trouble,MOVIE,2019,87,comedy,CA,5.8,3579.0,22.97,6.7,Big Sean,ACTOR,74
The Boys in the Band: Something Personal,MOVIE,2020,28,documentation,US,7.2,387.0,5.153,8.0,Mart Crowley,ACTOR,66
SanPa: Sins of the Savior,SHOW,2020,60,documentation,IT,7.8,1624.0,3.954,7.333,Vincenzo Andreucci,ACTOR,-1
"Hoshino Gen Dome Tour ""POP VIRUS"" at Tokyo Dome",MOVIE,2019,120,documentation,JP,6.540941965073206,21150.29081903414,3.067,7.8,Gen Hoshino,ACTOR,-1
Rogue Warfare: Death of a Nation,MOVIE,2020,103,action,US,3.3,402.0,4.472,4.7,Stephen Lang,ACTOR,17
Holiday Secrets,SHOW,2019,38,drama,DE,6.5,1234.0,4.416,6.3,Corinna Harfouch,ACTOR,169
The Highwaymen,MOVIE,2019,133,crime,US,6.9,94415.0,17.009,6.742,Kevin Costner,ACTOR,3
Best Leftovers Ever!,SHOW,2020,36,reality,US,5.7,587.0,2.744,6.2,Jackie Tohn,ACTOR,26
Soa,MOVIE,2020,71,drama,PT,6.2,8.0,2.453,6.633193712829227,Raquel Castro,DIRECTOR,-1
Sanitation Day,MOVIE,2020,104,thriller,NG,3.2,19.0,2.351,2.0,Blossom Chukwujekwu,ACTOR,134
The Boys in the Band,MOVIE,2020,121,drama,US,6.8,16480.0,9.061,6.8,Jim Parsons,ACTOR,1
Tell Me When,MOVIE,2020,96,drama,MX,5.7,1088.0,5.097,6.4,Ximena Romo,ACTOR,70
Deon Cole: Cole Hearted,MOVIE,2019,69,comedy,US,6.9,957.0,3.187,6.5,Deon Cole,ACTOR,4
Sing On!,SHOW,2020,36,reality,US,6.5,446.0,2.404,7.9,Tituss Burgess,ACTOR,26
Raat Akeli Hai,MOVIE,2020,149,crime,IN,7.3,17570.0,9.826,6.8,Nawazuddin Siddiqui,ACTOR,12
Her Mother's Killer,SHOW,2020,44,drama,CO,6.540941965073206,21150.29081903414,9.82,7.48,George Slebi,ACTOR,49
Close,MOVIE,2019,94,thriller,GB,5.7,25634.0,21.124,5.8,Noomi Rapace,ACTOR,116
Bert Kreischer: Hey Big Boy,MOVIE,2020,62,comedy,US,7.0,2072.0,3.573,7.1,Bert Kreischer,ACTOR,4
All For Love,SHOW,2020,46,drama,CO,6.540941965073206,21150.29081903414,39.892,7.433,Carlos Torres,ACTOR,49
Badla,MOVIE,2019,120,thriller,IN,7.8,29011.0,6.81,7.4,Amitabh Bachchan,ACTOR,13
Uyare,MOVIE,2019,125,drama,IN,8.0,3770.0,4.519,7.5,Parvathy Thiruvothu,ACTOR,8
The Stranded,SHOW,2019,49,drama,TH,6.2,1372.0,11.533,6.9,Beam Papangkorn,ACTOR,173
Bypass Road,MOVIE,2019,137,thriller,IN,5.4,1058.0,2.409,5.3,Neil Nitin Mukesh,ACTOR,13
Triad Princess,SHOW,2019,42,drama,TW,6.7,809.0,3.952,7.1,Eugenie Liu,ACTOR,69
NiNoKuni,MOVIE,2019,106,action,JP,6.1,3621.0,16.264,6.6,Kento Yamazaki,ACTOR,81
Guillermo Vilas: Settling the Score,MOVIE,2020,94,documentation,AR,7.1,690.0,1.524,7.4,Matías Gueilburt,DIRECTOR,188
What are the Odds?,MOVIE,2020,92,drama,IN,5.2,858.0,1.097,6.0,Sonia Weber,ACTOR,8
Trash Truck,SHOW,2020,14,drama,US,6.540941965073206,21150.29081903414,5.341,7.2,Henry Keane,ACTOR,39
A Family Reunion Christmas,MOVIE,2019,29,comedy,US,5.8,257.0,5.111,6.1,Tia Mowry-Hardrict,ACTOR,4
The Wolf's Call,MOVIE,2019,115,thriller,FR,6.9,19033.0,22.133,7.6,François Civil,ACTOR,178
Quicksand,SHOW,2019,46,crime,SE,7.4,23001.0,10.304,7.109,Hanna Ardéhn,ACTOR,-1
Holiday Rush,MOVIE,2019,93,drama,US,4.9,2969.0,10.073,5.6,Sonequa Martin-Green,ACTOR,1
Ronny Chieng: Asian Comedian Destroys America!,MOVIE,2019,63,comedy,US,7.4,3436.0,5.611,6.972,Ronny Chieng,ACTOR,4
This Changes Everything,MOVIE,2019,97,documentation,US,7.7,1770.0,4.743,6.1,Rashida Jones,ACTOR,66
Toni Morrison: The Pieces I Am,MOVIE,2019,119,documentation,US,7.7,832.0,4.052,7.9,Toni Morrison,ACTOR,66
Leslie Jones: Time Machine,MOVIE,2020,66,comedy,,6.540941965073206,21150.29081903414,3.184,5.9,Leslie Jones,ACTOR,139
Kengan Ashura,SHOW,2019,25,animation,JP,8.0,5411.0,72.155,8.343,Tatsuhisa Suzuki,ACTOR,33
Fatima,MOVIE,2020,113,drama,US,6.6,3575.0,9.555,7.446,Harvey Keitel,ACTOR,1
Hazel Brugger: Tropical,MOVIE,2020,59,comedy,DE,6.3,434.0,1.224,5.2,Hazel Brugger,ACTOR,45
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,MOVIE,2019,58,comedy,US,7.3,2451.0,4.377,6.9,Jimmy Carr,ACTOR,4
LA Originals,MOVIE,2020,92,documentation,US,7.2,1892.0,4.254,7.1,Estevan Oriol,ACTOR,66
Dragon Quest: Your Story,MOVIE,2019,102,comedy,JP,6.5,2964.0,15.648,6.721,Takeru Satoh,ACTOR,93
Power Rangers Beast Morphers,SHOW,2019,23,scifi,ES,6.7,664.0,1.802,9.7,Unknown,Unknown,209
Pinky Malinky,SHOW,2019,13,comedy,US,5.7,1134.0,8.377,4.625,Unknown,Unknown,16
Bombairiya,MOVIE,2019,104,comedy,IN,4.6,444.0,2.821,7.25,Radhika Apte,ACTOR,24
Tell Me Who I Am,MOVIE,2019,85,drama,GB,7.6,15289.0,6.837,7.4,Alex Lewis,ACTOR,34
The Barrier,SHOW,2020,52,fantasy,ES,6.8,3706.0,25.477,7.0,Unax Ugalde,ACTOR,-1
LEGO Marvel Avengers: Climate Conundrum,SHOW,2020,4,action,US,6.6,112.0,4.699,5.0,James Blight,ACTOR,30
Malaal,MOVIE,2019,136,action,IN,5.9,1144.0,2.812,5.2,Meezaan Jafri,ACTOR,14
Glitch Techs,SHOW,2020,26,scifi,US,6.540941965073206,21150.29081903414,12.391,8.263,Rachael Russakoff,ACTOR,36
Futmalls.com,SHOW,2020,40,scifi,TW,6.5,197.0,2.07,8.5,Bryan Shu-Hao Chang,ACTOR,-1
Michael McIntyre: Showman,MOVIE,2020,62,comedy,GB,7.2,1348.0,2.04,7.6,Michael McIntyre,ACTOR,6
Frontera Verde,SHOW,2019,41,crime,CO,7.3,2684.0,8.642,6.715,Juana del Río,ACTOR,-1
True: Tricky Treat Day,MOVIE,2019,23,animation,,6.540941965073206,21150.29081903414,1.353,4.5,Michela Luci,ACTOR,111
Funan,MOVIE,2019,84,animation,LU,6.9,1017.0,6.428,7.0,Bérénice Bejo,ACTOR,-1
Dino Girl Gauko,SHOW,2019,9,fantasy,US,7.4,85.0,5.951,7.2,Unknown,Unknown,191
My Unfamiliar Family,SHOW,2020,73,drama,KR,7.6,196.0,4.978,7.9,Han Yeri,ACTOR,90
Furtive,MOVIE,2020,84,thriller,AR,5.1,347.0,2.672,6.625,Rodrigo de la Serna,ACTOR,200
Chambers,SHOW,2019,44,thriller,US,6.4,8843.0,10.473,6.8,Sivan Alyra Rose,ACTOR,54
Between Two Ferns: The Movie,MOVIE,2019,82,comedy,US,6.1,34108.0,10.03,5.957,Zach Galifianakis,ACTOR,4
15 August,MOVIE,2019,124,romance,IN,5.9,289.0,1.472,7.25,Rahul Pethe,ACTOR,9
#AnneFrank. Parallel Stories,MOVIE,2019,92,drama,IT,6.5,1625.0,8.866,7.068,Helen Mirren,ACTOR,51
The Magic School Bus Rides Again: Kids in Space,MOVIE,2020,45,animation,CA,6.2,89.0,5.12,7.4,Kate McKinnon,ACTOR,175
Pup Academy,SHOW,2019,27,family,US,6.7,573.0,20.463,7.033,Christian Convery,ACTOR,37
Eli,MOVIE,2019,98,horror,US,5.8,37659.0,14.026,6.005,Charlie Shotwell,ACTOR,31
Voiceless,MOVIE,2020,120,thriller,NG,7.2,40.0,1.511,2.0,Madaki Asabe,ACTOR,134
Anima,MOVIE,2019,15,music,FR,6.540941965073206,21150.29081903414,7.426,7.3,Thom Yorke,ACTOR,-1
Simon Calls,MOVIE,2020,84,drama,PT,6.540941965073206,21150.29081903414,0.991,4.0,Simon Langlois,ACTOR,-1
Dry Martina,MOVIE,2019,95,drama,AR,5.8,1056.0,6.989,6.1,Antonella Costa,ACTOR,83
Azali,MOVIE,2020,92,drama,GH,5.7,213.0,4.891,5.2,Asana Alhassan,ACTOR,-1
Love for Sale 2,MOVIE,2019,92,drama,ID,7.0,576.0,4.407,7.1,Adipati Dolken,ACTOR,120
Urzila Carlson: Overqualified Loser,MOVIE,2020,62,comedy,AU,6.3,366.0,2.423,4.9,Urzila Carlson,ACTOR,88
Cook Off,MOVIE,2020,116,romance,ZW,6.0,378.0,2.148,5.8,Tendaiishe Chitima,ACTOR,-1
Sea,MOVIE,2019,103,drama,PT,5.3,59.0,1.897,2.0,Maria de Medeiros,ACTOR,-1
Hyperdrive,SHOW,2019,48,reality,US,6.540941965073206,21150.29081903414,10.513,7.4,Lindsay Czarniak,ACTOR,26
Alien TV,SHOW,2020,24,comedy,AU,6.3,334.0,10.334,6.6,Rob Tinkler,ACTOR,82
Dave Chappelle: Sticks & Stones,MOVIE,2019,65,comedy,US,8.3,26887.0,7.701,7.7,Dave Chappelle,ACTOR,4
Fast & Furious Spy Racers,SHOW,2019,26,action,US,5.9,1557.0,37.847,7.0,Tyler Posey,ACTOR,30
Typewriter,SHOW,2019,50,thriller,IN,6.5,4051.0,4.677,6.429,Mikhail Gandhi,ACTOR,-1
Brews Brothers,SHOW,2020,28,comedy,US,5.1,2019.0,4.643,5.0,Carmen Flood,ACTOR,16
Charlie's Colorforms City,SHOW,2019,23,animation,US,6.6,157.0,3.794,8.5,Jacob Soley,ACTOR,32
Malibu Rescue: The Next Wave,MOVIE,2020,70,comedy,US,4.8,902.0,14.241,6.4,Jackie R. Jacobson,ACTOR,4
Òlòtūré,MOVIE,2020,106,drama,NG,5.6,835.0,6.826,6.2,Ada Ameh,ACTOR,80
Nailed It! Mexico,SHOW,2019,33,reality,MX,6.3,324.0,6.192,7.0,Omar Chaparro,ACTOR,210
Vir Das: For India,MOVIE,2020,75,comedy,IN,7.7,1408.0,4.438,8.4,Vir Das,ACTOR,24
Dance Dreams: Hot Chocolate Nutcracker,MOVIE,2020,80,documentation,US,7.1,365.0,3.911,6.667,Debbie Allen,ACTOR,66
Made in China,MOVIE,2019,128,comedy,IN,6.2,4608.0,2.849,6.0,Rajkummar Rao,ACTOR,24
Mike Epps: Only One Mike,MOVIE,2019,63,comedy,US,4.8,317.0,2.71,6.6,Mike Epps,ACTOR,4
Tales of the City,SHOW,2019,56,drama,US,7.4,8443.0,10.146,7.5,Laura Linney,ACTOR,39
Baby Mamas,MOVIE,2020,98,drama,ZA,6.4,79.0,1.381,2.0,Salamina Mosese,ACTOR,132
Carmen Sandiego: To Steal or Not to Steal,MOVIE,2020,31,animation,CA,6.540941965073206,21150.29081903414,5.026,6.5,Gina Rodriguez,ACTOR,175
Bigflo & Oli: Hip Hop Frenzy,MOVIE,2020,100,music,FR,6.7,134.0,4.583,7.1,Florian Ordonez,ACTOR,-1
Sugar Rush Christmas,SHOW,2019,51,reality,US,6.9,654.0,3.795,6.2,Unknown,Unknown,26
Children of the Sea,MOVIE,2019,110,animation,JP,6.5,3176.0,16.475,7.093,Mana Ashida,ACTOR,22
Cinderela Pop,MOVIE,2019,94,comedy,BR,4.6,1147.0,11.217,6.505,Maisa Silva,ACTOR,187
Pokémon the Movie: Secrets of the Jungle,MOVIE,2020,99,fantasy,JP,6.4,2189.0,61.077,7.034,Rica Matsumoto,ACTOR,92
The Eddy,SHOW,2020,58,drama,FR,7.2,3075.0,8.723,6.5,André Holland,ACTOR,145
One-Way to Tomorrow,MOVIE,2020,90,comedy,TR,5.6,4819.0,5.65,5.622,Metin Akdülger,ACTOR,52
Mutiny of the Worker Bees,MOVIE,2020,100,comedy,MX,4.1,494.0,5.09,7.2,Gustavo Egelhaaf,ACTOR,43
Mehandi Circus,MOVIE,2019,135,drama,IN,7.3,593.0,3.643,6.1,Madhampatty Rangaraj,ACTOR,8
The Larva Island Movie,MOVIE,2020,89,animation,KR,5.1,701.0,23.784,7.2,Hong Beom-gi,ACTOR,-1
Ella Fitzgerald: Just One of Those Things,MOVIE,2019,89,music,GB,7.0,501.0,3.31,7.1,Ella Fitzgerald,ACTOR,-1
Tiffany Haddish Presents: They Ready,SHOW,2019,23,comedy,US,6.7,581.0,2.614,6.0,Unknown,Unknown,16
A California Christmas,MOVIE,2020,106,romance,US,5.8,10637.0,16.405,6.4,Lorynn York,ACTOR,2
Oktoberfest: Beer & Blood,SHOW,2020,48,history,CZ,6.8,2370.0,6.892,6.8,Mišel Matičević,ACTOR,-1
"Los Briceño, una familia todo terreno",SHOW,2019,46,drama,CO,7.9,157.0,6.193,6.633193712829227,Unknown,Unknown,49
Motichoor Chaknachoor,MOVIE,2019,150,comedy,IN,5.8,3036.0,3.511,6.4,Nawazuddin Siddiqui,ACTOR,24
Touch Your Heart,SHOW,2019,63,drama,KR,7.6,3856.0,17.677,8.418,Lee Dong-wook,ACTOR,90
The Millions,MOVIE,2020,94,crime,NG,5.6,57.0,1.88,6.633193712829227,Toyin Abraham,ACTOR,-1
Gatham,MOVIE,2020,120,thriller,IN,6.1,966.0,1.53,6.8,Bhargava Poludasu,ACTOR,13
Shawn Mendes: Live in Concert,MOVIE,2020,87,documentation,CA,7.2,345.0,4.388,7.918,Shawn Mendes,ACTOR,15
From Stress to Happiness,MOVIE,2020,60,documentation,AR,6.2,258.0,2.903,5.8,Matthieu Ricard,ACTOR,188
We Are One,MOVIE,2020,86,documentation,FR,5.1,93.0,2.372,5.8,Stéphane de Freitas,DIRECTOR,53
Amsterdam to Anatolia,MOVIE,2019,6,drama,PS,6.540941965073206,21150.29081903414,2.229,6.0,Adam Bakri,ACTOR,86
Mere Pyare Prime Minister,MOVIE,2019,104,drama,IN,6.8,660.0,1.989,7.1,Anjali Patil,ACTOR,8
Get Even,SHOW,2020,26,thriller,GB,6.540941965073206,21150.29081903414,14.817,7.8,Kim Adis,ACTOR,-1
Daniel Sosa: Maleducado,MOVIE,2019,54,comedy,MX,6.4,77.0,1.94,6.5,Daniel Sosa,ACTOR,43
#FriendButMarried 2,MOVIE,2020,104,drama,ID,6.9,333.0,1.588,6.25,Adipati Dolken,ACTOR,120
Secreto bien guardado,SHOW,2019,26,drama,AR,5.0,211.0,5.768,10.0,Mauricio Sabin Paz,ACTOR,42
The Grizzlies,MOVIE,2020,106,drama,CA,7.5,2369.0,4.052,7.6,Ben Schnetzer,ACTOR,58
Nasha Natasha,MOVIE,2020,83,documentation,UY,6.4,324.0,2.948,6.4,Natalia Oreiro,ACTOR,-1
Black Space,SHOW,2020,47,crime,IL,6.7,2058.0,2.789,7.156,Guri Alfi,ACTOR,-1
An Unremarkable Christmas,MOVIE,2020,83,comedy,CO,3.2,149.0,2.571,6.3,Antonio Sanint,ACTOR,189
The Queen and the Conqueror,SHOW,2020,48,drama,CO,6.6,194.0,44.313,7.0,Emmanuel Esparza,ACTOR,49
122,MOVIE,2019,95,horror,EG,5.8,5684.0,3.784,6.0,Ahmed Dawood,ACTOR,-1
Well-Intended Love,SHOW,2019,45,drama,CN,7.2,1613.0,18.312,7.395,Xu Kaicheng,ACTOR,125
Love Is a Story,MOVIE,2019,107,comedy,RO,6.0,365.0,1.812,7.7,Dragos Bucur,ACTOR,-1
Under the Riccione Sun,MOVIE,2020,102,comedy,IT,5.6,2816.0,12.343,6.2,Cristiano Caccamo,ACTOR,182
Rich in Love,MOVIE,2020,104,romance,BR,6.1,2856.0,12.081,7.783,Danilo Mesquita,ACTOR,-1
Trailer Park Boys: The Animated Series,SHOW,2019,25,comedy,CA,7.5,3217.0,12.025,7.0,Robb Wells,ACTOR,59
The Last Czars,SHOW,2019,45,documentation,GB,7.3,8834.0,11.311,7.356,Robert Jack,ACTOR,157
Super Deluxe,MOVIE,2019,176,comedy,IN,8.4,13680.0,7.712,7.729,Vijay Sethupathi,ACTOR,24
Puerta 7,SHOW,2020,41,crime,AR,5.6,586.0,7.623,7.1,Dolores Fonzi,ACTOR,-1
In the Bosom of a Thorn,SHOW,2019,46,drama,KW,7.5,57.0,0.675,6.633193712829227,Unknown,Unknown,202
Sam Jay: 3 in the Morning,MOVIE,2020,64,comedy,US,6.5,564.0,3.115,6.2,Sam Jay,ACTOR,4
Bigfoot Family,MOVIE,2020,97,family,FR,5.8,3093.0,13.258,7.2,Jules Medcraft,ACTOR,-1
Panoptic,MOVIE,2020,79,documentation,AE,6.4,64.0,0.934,5.0,Rana Eid,DIRECTOR,84
DNA,MOVIE,2020,90,drama,FR,6.0,1129.0,7.308,6.076,Fanny Ardant,ACTOR,96
Crazy Awesome Teachers,MOVIE,2020,101,comedy,ID,6.2,477.0,3.62,5.3,Gading Marten,ACTOR,163
The King's Avatar,SHOW,2019,35,action,CN,8.1,1303.0,24.392,8.4,Yang Yang,ACTOR,77
Til Death Do Us Part,SHOW,2019,28,scifi,TW,6.2,203.0,2.589,6.667,Unknown,Unknown,-1
Lugar de Mulher,SHOW,2019,15,comedy,BR,5.0,43.0,1.83,10.0,Micheli Machado,ACTOR,171
Wine Country,MOVIE,2019,103,comedy,US,5.5,21908.0,9.411,5.5,Amy Poehler,ACTOR,4
Into the Beat,MOVIE,2020,102,music,DE,5.3,1436.0,8.498,6.398,Alexandra Pfeifer,ACTOR,-1
In Family I Trust,MOVIE,2019,94,comedy,ES,6.2,3381.0,7.675,6.3,Clara Lago,ACTOR,164
Last Breath,MOVIE,2019,85,documentation,BE,7.7,6502.0,6.736,7.667,Duncan Allcock,ACTOR,-1
Shaun the Sheep: Adventures from Mossy Bottom,SHOW,2020,9,animation,GB,8.0,662.0,6.299,8.3,Unknown,Unknown,20
My Country: The New Age,SHOW,2019,39,drama,KR,6.540941965073206,21150.29081903414,23.303,7.6,Yang Se-jong,ACTOR,90
Valentino,SHOW,2020,37,comedy,EG,5.2,248.0,2.479,6.5,Adel Emam,ACTOR,-1
Arthdal Chronicles,SHOW,2019,76,action,KR,8.3,4833.0,21.217,8.0,Song Joong-ki,ACTOR,158
The Zoya Factor,MOVIE,2019,134,romance,IN,4.3,2602.0,2.299,5.25,Dulquer Salmaan,ACTOR,9
"Sincerely Yours, Dhaka",MOVIE,2019,134,drama,BD,6.9,716.0,1.357,7.7,Nusrat Imrose Tisha,ACTOR,-1
A Sun,MOVIE,2019,155,drama,TW,6.540941965073206,21150.29081903414,9.0,7.637,Yi-Wen Chen,ACTOR,101
Tootsies & The Fake,MOVIE,2019,108,comedy,TH,5.9,511.0,4.41,3.9,Paopetch Charoensook,ACTOR,-1
Super Monsters Save Christmas,MOVIE,2019,24,animation,US,4.8,57.0,3.789,5.4,Elyse Maloway,ACTOR,71
Nate: A One Man Show,MOVIE,2020,59,comedy,US,6.6,346.0,3.179,5.125,Natalie Palamides,ACTOR,4
The Boy Who Harnessed the Wind,MOVIE,2019,113,drama,MW,7.6,39990.0,28.14,7.937,Maxwell Simba,ACTOR,-1
Keeping the Bees,MOVIE,2020,93,drama,TR,5.8,905.0,2.502,5.4,Meryem Uzerli,ACTOR,126
Hope Frozen,MOVIE,2019,75,documentation,TH,6.540941965073206,21150.29081903414,2.206,8.2,Nareerat Naovaratpong,ACTOR,-1
Say I Do,SHOW,2020,55,reality,US,7.9,559.0,1.899,6.2,Unknown,Unknown,26
The Claudia Kishi Club,MOVIE,2020,17,documentation,US,6.540941965073206,21150.29081903414,1.855,4.8,Naia Cucukov,ACTOR,66
The Silence of Others,MOVIE,2019,95,documentation,ES,8.0,2193.0,11.64,8.2,Ana Messuti,ACTOR,137
All the Freckles in the World,MOVIE,2019,90,comedy,MX,5.2,1369.0,10.189,6.1,Loreto Peralta,ACTOR,43
Bulbul Can Sing,MOVIE,2019,94,drama,IN,7.0,423.0,0.775,8.5,Arnali Das,ACTOR,8
Dying to Tell,MOVIE,2019,87,documentation,ES,6.8,374.0,0.642,7.1,Hernán Zin,ACTOR,137
Knock Down the House,MOVIE,2019,86,documentation,US,7.3,12796.0,7.461,7.4,Alexandria Ocasio-Cortez,ACTOR,66
Canvas,MOVIE,2020,9,animation,US,6.540941965073206,21150.29081903414,6.963,6.4,Frank E. Abney III,DIRECTOR,71
Who Killed Malcolm X?,SHOW,2020,43,history,US,7.6,2253.0,5.751,7.5,Malcolm X,ACTOR,-1
Black Dog,SHOW,2019,80,drama,KR,7.7,213.0,4.248,8.9,Seo Hyun-jin,ACTOR,90
